cusec;Codmun;Municipio;Provincia;RMH 2018;RMP 2018
4714201001;47142;San Cebrián de Mazote;Valladolid;26068;12244
4714301001;47143;San Llorente;Valladolid;29084;14156
4714401001;47144;San Martín de Valvení;Valladolid;;.
4714501001;47145;San Miguel del Arroyo;Valladolid;26117;11921
4714601001;47146;San Miguel del Pino;Valladolid;26735;10648
4714701001;47147;San Pablo de la Moraleja;Valladolid;21629;9831
4714801001;47148;San Pedro de Latarce;Valladolid;22187;9160
4714901001;47149;San Pelayo;Valladolid;;.
4715001001;47150;San Román de Hornija;Valladolid;21318;9490
4715101001;47151;San Salvador;Valladolid;;.
4715201001;47152;Santa Eufemia del Arroyo;Valladolid;;.
4715301001;47153;Santervás de Campos;Valladolid;23489;11646
4715401001;47154;Santibáñez de Valcorba;Valladolid;24421;12946
4715501001;47155;Santovenia de Pisuerga;Valladolid;27830;10699
4715501002;47155;Santovenia de Pisuerga;Valladolid;29588;11762
4715601001;47156;San Vicente del Palacio;Valladolid;25783;11072
4715701001;47157;Sardón de Duero;Valladolid;24787;11723
4715801001;47158;Seca, La;Valladolid;28571;11741
4715901001;47159;Serrada;Valladolid;29682;11212
4716001001;47160;Siete Iglesias de Trabancos;Valladolid;21710;9790
4716101001;47161;Simancas;Valladolid;31581;12116
4716101002;47161;Simancas;Valladolid;60461;19602
4716101003;47161;Simancas;Valladolid;54297;17025
4716201001;47162;Tamariz de Campos;Valladolid;;.
4716301001;47163;Tiedra;Valladolid;29578;14276
4716401001;47164;Tordehumos;Valladolid;27452;11234
4716501001;47165;Tordesillas;Valladolid;27989;11163
4716501002;47165;Tordesillas;Valladolid;21572;8814
4716501003;47165;Tordesillas;Valladolid;24051;9478
4716502001;47165;Tordesillas;Valladolid;27057;10387
4716502002;47165;Tordesillas;Valladolid;33336;14152
4716502003;47165;Tordesillas;Valladolid;29584;10518
4716601001;47166;Torrecilla de la Abadesa;Valladolid;25653;10806
4716701001;47167;Torrecilla de la Orden;Valladolid;25210;12202
4716801001;47168;Torrecilla de la Torre;Valladolid;;.
4716901001;47169;Torre de Esgueva;Valladolid;;.
4717001001;47170;Torre de Peñafiel;Valladolid;;.
4717101001;47171;Torrelobatón;Valladolid;26566;12271
4717201001;47172;Torrescárcela;Valladolid;31321;12406
4717301001;47173;Traspinedo;Valladolid;23747;11166
4717401001;47174;Trigueros del Valle;Valladolid;24861;12749
4717501001;47175;Tudela de Duero;Valladolid;28775;11893
4717501002;47175;Tudela de Duero;Valladolid;29467;11326
4717501003;47175;Tudela de Duero;Valladolid;33666;12228
4717502001;47175;Tudela de Duero;Valladolid;24380;10705
4717502002;47175;Tudela de Duero;Valladolid;28361;11139
4717502003;47175;Tudela de Duero;Valladolid;27312;10916
4717601001;47176;Unión de Campos, La;Valladolid;18802;9451
4717701001;47177;Urones de Castroponce;Valladolid;28241;12067
4717801001;47178;Urueña;Valladolid;24669;10979
4717901001;47179;Valbuena de Duero;Valladolid;40076;15433
4718001001;47180;Valdearcos de la Vega;Valladolid;;.
4718101001;47181;Valdenebro de los Valles;Valladolid;34403;13017
4718201001;47182;Valdestillas;Valladolid;26958;10216
4718301001;47183;Valdunquillo;Valladolid;21659;10260
4718401001;47184;Valoria la Buena;Valladolid;28004;12117
4718501001;47185;Valverde de Campos;Valladolid;;.
4718601001;47186;Valladolid;Valladolid;47206;21782
4718601003;47186;Valladolid;Valladolid;55595;25330
4718601005;47186;Valladolid;Valladolid;47239;20923
4718601006;47186;Valladolid;Valladolid;52650;22793
4718601007;47186;Valladolid;Valladolid;63729;27161
4718602001;47186;Valladolid;Valladolid;55460;22968
4718602002;47186;Valladolid;Valladolid;52178;20532
4718602004;47186;Valladolid;Valladolid;43058;19268
4718602005;47186;Valladolid;Valladolid;44998;20368
4718602006;47186;Valladolid;Valladolid;39111;17430
4718602007;47186;Valladolid;Valladolid;39608;16576
4718602008;47186;Valladolid;Valladolid;54283;23512
4718602009;47186;Valladolid;Valladolid;36783;16640
4718602010;47186;Valladolid;Valladolid;47728;20397
4718602012;47186;Valladolid;Valladolid;42689;18934
4718602013;47186;Valladolid;Valladolid;42897;18543
4718602014;47186;Valladolid;Valladolid;39673;16645
4718602015;47186;Valladolid;Valladolid;28503;13069
4718602017;47186;Valladolid;Valladolid;29310;13553
4718602019;47186;Valladolid;Valladolid;34923;17181
4718603001;47186;Valladolid;Valladolid;35638;16473
4718603002;47186;Valladolid;Valladolid;44132;19857
4718603003;47186;Valladolid;Valladolid;35037;15996
4718603004;47186;Valladolid;Valladolid;29051;12954
4718603005;47186;Valladolid;Valladolid;27787;13139
4718603007;47186;Valladolid;Valladolid;34926;17163
4718603008;47186;Valladolid;Valladolid;48741;20986
4718603009;47186;Valladolid;Valladolid;49456;20871
4718604001;47186;Valladolid;Valladolid;27260;11756
4718604002;47186;Valladolid;Valladolid;26735;12790
4718604003;47186;Valladolid;Valladolid;25669;11365
4718604004;47186;Valladolid;Valladolid;26524;11470
4718604005;47186;Valladolid;Valladolid;27424;11450
4718604006;47186;Valladolid;Valladolid;27853;12412
4718604007;47186;Valladolid;Valladolid;23424;10388
4718604008;47186;Valladolid;Valladolid;27713;11789
4718604009;47186;Valladolid;Valladolid;22992;9652
4718604010;47186;Valladolid;Valladolid;23580;9648
4718604011;47186;Valladolid;Valladolid;12762;4254
4718604012;47186;Valladolid;Valladolid;25970;11452
4718604013;47186;Valladolid;Valladolid;26130;11208
4718604014;47186;Valladolid;Valladolid;25095;11852
4718604015;47186;Valladolid;Valladolid;25081;11020
4718604016;47186;Valladolid;Valladolid;24461;10742
4718604017;47186;Valladolid;Valladolid;25880;11109
4718604018;47186;Valladolid;Valladolid;26152;11631
4718604020;47186;Valladolid;Valladolid;19496;8743
4718604021;47186;Valladolid;Valladolid;18525;7624
4718604022;47186;Valladolid;Valladolid;16993;7161
4718604023;47186;Valladolid;Valladolid;18784;7733
4718604024;47186;Valladolid;Valladolid;25070;11468
4718604025;47186;Valladolid;Valladolid;20716;8716
4718604026;47186;Valladolid;Valladolid;27890;12015
4718604027;47186;Valladolid;Valladolid;24460;10634
4718604028;47186;Valladolid;Valladolid;18341;6785
4718604029;47186;Valladolid;Valladolid;27704;11712
4718604030;47186;Valladolid;Valladolid;25729;10594
4718604032;47186;Valladolid;Valladolid;31275;12960
4718604033;47186;Valladolid;Valladolid;23245;9120
4718604034;47186;Valladolid;Valladolid;24391;10629
4718604035;47186;Valladolid;Valladolid;20021;8805
4718604036;47186;Valladolid;Valladolid;26404;10849
4718604037;47186;Valladolid;Valladolid;37094;15138
4718604038;47186;Valladolid;Valladolid;28910;11344
4718604039;47186;Valladolid;Valladolid;30378;13030
4718604040;47186;Valladolid;Valladolid;31118;12899
4718604041;47186;Valladolid;Valladolid;34907;14100
4718605001;47186;Valladolid;Valladolid;37135;17981
4718605002;47186;Valladolid;Valladolid;44647;19406
4718605004;47186;Valladolid;Valladolid;41321;19111
4718605006;47186;Valladolid;Valladolid;42269;19878
4718605007;47186;Valladolid;Valladolid;42300;20778
4718606001;47186;Valladolid;Valladolid;39549;17666
4718606002;47186;Valladolid;Valladolid;27052;13267
4718606003;47186;Valladolid;Valladolid;28934;14007
4718606005;47186;Valladolid;Valladolid;32122;13306
4718606006;47186;Valladolid;Valladolid;31853;14498
4718606007;47186;Valladolid;Valladolid;27367;12738
4718606009;47186;Valladolid;Valladolid;27339;12675
4718606010;47186;Valladolid;Valladolid;25867;12768
4718606011;47186;Valladolid;Valladolid;28285;12595
4718606012;47186;Valladolid;Valladolid;25485;12271
4718606013;47186;Valladolid;Valladolid;20146;8602
4718606014;47186;Valladolid;Valladolid;27527;11628
4718606015;47186;Valladolid;Valladolid;25259;11096
4718606016;47186;Valladolid;Valladolid;21357;9958
4718606017;47186;Valladolid;Valladolid;25608;11900
4718606018;47186;Valladolid;Valladolid;35800;15836
4718606019;47186;Valladolid;Valladolid;20361;9684
4718606020;47186;Valladolid;Valladolid;24232;9368
4718606021;47186;Valladolid;Valladolid;34682;15840
4718606022;47186;Valladolid;Valladolid;24509;9753
4718606023;47186;Valladolid;Valladolid;18497;7173
4718606024;47186;Valladolid;Valladolid;21275;8924
4718606025;47186;Valladolid;Valladolid;22819;9112
4718606026;47186;Valladolid;Valladolid;13916;4757
4718606027;47186;Valladolid;Valladolid;21441;9249
4718606028;47186;Valladolid;Valladolid;21071;8993
4718606029;47186;Valladolid;Valladolid;25141;10701
4718606030;47186;Valladolid;Valladolid;24184;10277
4718606031;47186;Valladolid;Valladolid;26686;10101
4718606032;47186;Valladolid;Valladolid;30045;12945
4718606034;47186;Valladolid;Valladolid;27431;11721
4718606036;47186;Valladolid;Valladolid;24601;9212
4718606037;47186;Valladolid;Valladolid;27482;11478
4718606038;47186;Valladolid;Valladolid;27985;10843
4718606039;47186;Valladolid;Valladolid;25451;10916
4718607001;47186;Valladolid;Valladolid;37688;17946
4718607003;47186;Valladolid;Valladolid;36714;16158
4718607004;47186;Valladolid;Valladolid;37106;16843
4718607005;47186;Valladolid;Valladolid;29580;13525
4718607006;47186;Valladolid;Valladolid;27991;13088
4718607007;47186;Valladolid;Valladolid;26941;12262
4718607008;47186;Valladolid;Valladolid;23078;11332
4718607009;47186;Valladolid;Valladolid;19092;9546
4718607010;47186;Valladolid;Valladolid;28637;11644
4718607011;47186;Valladolid;Valladolid;25836;12005
4718607013;47186;Valladolid;Valladolid;23683;8904
4718607014;47186;Valladolid;Valladolid;29899;11995
4718607015;47186;Valladolid;Valladolid;27363;12897
4718607016;47186;Valladolid;Valladolid;27721;12379
4718607018;47186;Valladolid;Valladolid;42649;18284
4718607019;47186;Valladolid;Valladolid;28807;12722
4718607020;47186;Valladolid;Valladolid;28374;12396
4718607021;47186;Valladolid;Valladolid;22916;9006
4718607022;47186;Valladolid;Valladolid;28691;13403
4718608001;47186;Valladolid;Valladolid;30591;14167
4718608002;47186;Valladolid;Valladolid;26063;12780
4718608004;47186;Valladolid;Valladolid;24346;12206
4718608005;47186;Valladolid;Valladolid;28311;13755
4718608006;47186;Valladolid;Valladolid;21676;10922
4718608009;47186;Valladolid;Valladolid;22228;10757
4718608010;47186;Valladolid;Valladolid;21300;9843
4718608012;47186;Valladolid;Valladolid;29172;13943
4718608013;47186;Valladolid;Valladolid;25792;12227
4718608014;47186;Valladolid;Valladolid;24027;10558
4718608015;47186;Valladolid;Valladolid;22471;10387
4718608016;47186;Valladolid;Valladolid;22570;10147
4718608017;47186;Valladolid;Valladolid;24183;10710
4718608018;47186;Valladolid;Valladolid;21967;10467
4718608020;47186;Valladolid;Valladolid;22647;11112
4718608021;47186;Valladolid;Valladolid;22274;10294
4718608023;47186;Valladolid;Valladolid;22136;9696
4718608024;47186;Valladolid;Valladolid;30304;13662
4718608025;47186;Valladolid;Valladolid;29822;13228
4718608026;47186;Valladolid;Valladolid;23042;9467
4718608027;47186;Valladolid;Valladolid;22720;9751
4718608028;47186;Valladolid;Valladolid;25320;11948
4718608030;47186;Valladolid;Valladolid;23215;10090
4718608031;47186;Valladolid;Valladolid;26446;10650
4718608032;47186;Valladolid;Valladolid;24573;10389
4718608033;47186;Valladolid;Valladolid;21947;8475
4718608034;47186;Valladolid;Valladolid;20911;8597
4718608035;47186;Valladolid;Valladolid;29040;13215
4718608036;47186;Valladolid;Valladolid;26702;10812
4718608037;47186;Valladolid;Valladolid;28254;13465
4718608038;47186;Valladolid;Valladolid;27888;12263
4718608039;47186;Valladolid;Valladolid;22871;10203
4718608041;47186;Valladolid;Valladolid;29166;13777
4718609001;47186;Valladolid;Valladolid;46353;20046
4718609002;47186;Valladolid;Valladolid;42905;19657
4718609003;47186;Valladolid;Valladolid;44272;19322
4718609004;47186;Valladolid;Valladolid;41933;18710
4718609006;47186;Valladolid;Valladolid;31213;15422
4718609007;47186;Valladolid;Valladolid;39955;18049
4718609009;47186;Valladolid;Valladolid;49239;21810
4718609010;47186;Valladolid;Valladolid;32889;15084
4718609011;47186;Valladolid;Valladolid;29277;13943
4718609012;47186;Valladolid;Valladolid;28296;12946
4718610001;47186;Valladolid;Valladolid;32474;13448
4718610002;47186;Valladolid;Valladolid;26526;12081
4718610003;47186;Valladolid;Valladolid;24860;11352
4718610004;47186;Valladolid;Valladolid;29065;12209
4718610005;47186;Valladolid;Valladolid;28977;12454
4718610006;47186;Valladolid;Valladolid;28103;11776
4718610007;47186;Valladolid;Valladolid;38544;15335
4718610008;47186;Valladolid;Valladolid;32556;13102
4718610009;47186;Valladolid;Valladolid;27547;12342
4718610010;47186;Valladolid;Valladolid;43373;18660
4718610011;47186;Valladolid;Valladolid;54347;22499
4718610013;47186;Valladolid;Valladolid;34865;15245
4718610014;47186;Valladolid;Valladolid;30065;12474
4718610015;47186;Valladolid;Valladolid;23598;10469
4718610016;47186;Valladolid;Valladolid;28850;12596
4718610017;47186;Valladolid;Valladolid;19340;6914
4718610018;47186;Valladolid;Valladolid;38455;16889
4718610019;47186;Valladolid;Valladolid;21747;9233
4718610020;47186;Valladolid;Valladolid;48778;20122
4718610021;47186;Valladolid;Valladolid;40612;16012
4718610022;47186;Valladolid;Valladolid;19204;7174
4718610024;47186;Valladolid;Valladolid;34504;13481
4718610025;47186;Valladolid;Valladolid;27215;12525
4718610026;47186;Valladolid;Valladolid;27978;12166
4718610027;47186;Valladolid;Valladolid;31537;13127
4718610028;47186;Valladolid;Valladolid;35537;14675
4718610029;47186;Valladolid;Valladolid;45404;17594
4718610030;47186;Valladolid;Valladolid;49016;17380
4718610031;47186;Valladolid;Valladolid;22426;7922
4718610032;47186;Valladolid;Valladolid;37841;15289
4718610033;47186;Valladolid;Valladolid;32540;13716
4718610034;47186;Valladolid;Valladolid;42463;18988
4718610035;47186;Valladolid;Valladolid;40542;16275
4718610036;47186;Valladolid;Valladolid;24120;9516
4718610037;47186;Valladolid;Valladolid;36005;13842
4718610038;47186;Valladolid;Valladolid;35431;12689
4718610039;47186;Valladolid;Valladolid;34373;13253
4718610040;47186;Valladolid;Valladolid;44303;15847
4718610041;47186;Valladolid;Valladolid;55991;20292
4718610042;47186;Valladolid;Valladolid;42514;15507
4718610043;47186;Valladolid;Valladolid;36636;14295
4718610044;47186;Valladolid;Valladolid;33472;13759
4718610045;47186;Valladolid;Valladolid;33463;13548
4718610046;47186;Valladolid;Valladolid;35322;12942
4718610047;47186;Valladolid;Valladolid;30626;11847
4718610048;47186;Valladolid;Valladolid;62113;19747
4718610049;47186;Valladolid;Valladolid;48810;19233
4718610050;47186;Valladolid;Valladolid;37715;14143
4718610051;47186;Valladolid;Valladolid;41699;14603
4718610052;47186;Valladolid;Valladolid;38593;15505
4718610053;47186;Valladolid;Valladolid;43498;17978
4718610054;47186;Valladolid;Valladolid;39787;14617
4718610055;47186;Valladolid;Valladolid;33662;15450
4718610056;47186;Valladolid;Valladolid;37393;16673
4718611001;47186;Valladolid;Valladolid;32770;15241
4718611002;47186;Valladolid;Valladolid;32746;15746
4718611003;47186;Valladolid;Valladolid;39235;16643
4718611004;47186;Valladolid;Valladolid;32954;16264
4718611005;47186;Valladolid;Valladolid;24413;11754
4718611006;47186;Valladolid;Valladolid;33885;14026
4718611007;47186;Valladolid;Valladolid;29305;13354
4718611008;47186;Valladolid;Valladolid;25076;11206
4718611009;47186;Valladolid;Valladolid;28177;12457
4718611010;47186;Valladolid;Valladolid;26366;12229
4718611012;47186;Valladolid;Valladolid;25575;10869
4718611013;47186;Valladolid;Valladolid;25677;11060
4718611014;47186;Valladolid;Valladolid;33590;15389
4718611015;47186;Valladolid;Valladolid;44772;19036
4718611016;47186;Valladolid;Valladolid;41501;17713
4718611017;47186;Valladolid;Valladolid;33020;14167
4718611018;47186;Valladolid;Valladolid;28686;12395
4718611019;47186;Valladolid;Valladolid;26434;11487
4718611020;47186;Valladolid;Valladolid;25836;10968
4718611021;47186;Valladolid;Valladolid;38663;16033
4718611022;47186;Valladolid;Valladolid;22937;9620
4718611025;47186;Valladolid;Valladolid;32069;13154
4718611026;47186;Valladolid;Valladolid;36192;15290
4718611027;47186;Valladolid;Valladolid;26207;11468
4718611028;47186;Valladolid;Valladolid;29710;14268
4718611029;47186;Valladolid;Valladolid;30857;13684
4718611031;47186;Valladolid;Valladolid;46868;16598
4718611032;47186;Valladolid;Valladolid;50159;18017
4718611033;47186;Valladolid;Valladolid;33337;12630
4718611034;47186;Valladolid;Valladolid;29977;11467
4718611035;47186;Valladolid;Valladolid;36574;14681
4718611036;47186;Valladolid;Valladolid;42927;17496
4718611037;47186;Valladolid;Valladolid;42743;15911
4718611038;47186;Valladolid;Valladolid;44492;15936
4718611039;47186;Valladolid;Valladolid;56874;19127
4718611040;47186;Valladolid;Valladolid;37231;14178
4718611041;47186;Valladolid;Valladolid;50262;17071
4718611042;47186;Valladolid;Valladolid;31249;14832
4718611043;47186;Valladolid;Valladolid;46978;15845
4718612001;47186;Valladolid;Valladolid;31041;11429
4718612002;47186;Valladolid;Valladolid;43468;13999
4718612003;47186;Valladolid;Valladolid;28427;10565
4718612004;47186;Valladolid;Valladolid;62624;20505
4718701001;47187;Vega de Ruiponce;Valladolid;;.
4718801001;47188;Vega de Valdetronco;Valladolid;24535;10604
4718901001;47189;Velascálvaro;Valladolid;30430;10641
4719001001;47190;Velilla;Valladolid;27831;10879
4719101001;47191;Velliza;Valladolid;28462;14943
4719201001;47192;Ventosa de la Cuesta;Valladolid;27461;12654
4719301001;47193;Viana de Cega;Valladolid;33098;13002
4719401001;47194;Viloria;Valladolid;25523;10390
4719501001;47195;Villabáñez;Valladolid;28915;12148
4719601001;47196;Villabaruz de Campos;Valladolid;;.
4719701001;47197;Villabrágima;Valladolid;27628;10913
4719801001;47198;Villacarralón;Valladolid;;.
4719901001;47199;Villacid de Campos;Valladolid;;.
4720001001;47200;Villaco;Valladolid;;.
4720301001;47203;Villafrades de Campos;Valladolid;;.
4720401001;47204;Villafranca de Duero;Valladolid;19176;9403
4720501001;47205;Villafrechós;Valladolid;25027;9849
4720601001;47206;Villafuerte;Valladolid;;.
4720701001;47207;Villagarcía de Campos;Valladolid;26341;11207
4720801001;47208;Villagómez la Nueva;Valladolid;;.
4720901001;47209;Villalán de Campos;Valladolid;;.
4721001001;47210;Villalar de los Comuneros;Valladolid;32091;12214
4721101001;47211;Villalba de la Loma;Valladolid;;.
4721201001;47212;Villalba de los Alcores;Valladolid;26407;10972
4721301001;47213;Villalbarba;Valladolid;25173;11650
4721401001;47214;Villalón de Campos;Valladolid;25701;10859
4721501001;47215;Villamuriel de Campos;Valladolid;;.
4721601001;47216;Villán de Tordesillas;Valladolid;28992;12099
4721701002;47217;Villanubla;Valladolid;32856;11980
4721701001;47217;Villanubla;Valladolid;27881;11856
4721801001;47218;Villanueva de Duero;Valladolid;25748;10982
4721901001;47219;Villanueva de la Condesa;Valladolid;;.
4722001001;47220;Villanueva de los Caballeros;Valladolid;26817;11646
4722101001;47221;Villanueva de los Infantes;Valladolid;32360;13561
4722201001;47222;Villanueva de San Mancio;Valladolid;;.
4722301001;47223;Villardefrades;Valladolid;23588;10952
4722401001;47224;Villarmentero de Esgueva;Valladolid;29481;12328
4722501001;47225;Villasexmir;Valladolid;;.
4722601001;47226;Villavaquerín;Valladolid;22354;10826
4722701001;47227;Villavellid;Valladolid;;.
4722801001;47228;Villaverde de Medina;Valladolid;24003;9592
4722901001;47229;Villavicencio de los Caballeros;Valladolid;25780;13156
4723001001;47230;Wamba;Valladolid;32119;12408
4723101001;47231;Zaratán;Valladolid;31825;12218
4723101002;47231;Zaratán;Valladolid;34889;12744
4723101003;47231;Zaratán;Valladolid;28266;12045
4723101004;47231;Zaratán;Valladolid;39500;13423
4723201001;47232;Zarza, La;Valladolid;22314;10559
4800101001;48001;Abadiño;Bizkaia;41896;16294
4800101002;48001;Abadiño;Bizkaia;33455;13756
4800101003;48001;Abadiño;Bizkaia;29340;12159
4800101004;48001;Abadiño;Bizkaia;36839;14770
4800101005;48001;Abadiño;Bizkaia;41253;15627
4800201001;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;32039;12747
4800201002;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;30059;12052
4800201004;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;27176;11605
4800201005;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;32744;12792
4800202001;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;32024;12962
4800202002;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;32134;13091
4800202003;48002;Abanto y Ciérvana-Abanto Zierbena;Bizkaia;35742;13970
4800301001;48003;Amorebieta-Etxano;Bizkaia;33402;14438
4800301002;48003;Amorebieta-Etxano;Bizkaia;39463;15119
4800301003;48003;Amorebieta-Etxano;Bizkaia;28605;12504
4800301004;48003;Amorebieta-Etxano;Bizkaia;29810;12189
4800301005;48003;Amorebieta-Etxano;Bizkaia;48480;17195
4800301006;48003;Amorebieta-Etxano;Bizkaia;33301;12700
4800301007;48003;Amorebieta-Etxano;Bizkaia;38105;15803
4800301008;48003;Amorebieta-Etxano;Bizkaia;38279;15688
4800301009;48003;Amorebieta-Etxano;Bizkaia;35608;13608
4800301010;48003;Amorebieta-Etxano;Bizkaia;41317;15472
4800302001;48003;Amorebieta-Etxano;Bizkaia;40818;15790
4800303001;48003;Amorebieta-Etxano;Bizkaia;37429;14848
4800401001;48004;Amoroto;Bizkaia;40700;14451
4800501001;48005;Arakaldo;Bizkaia;39904;14648
4800601001;48006;Arantzazu;Bizkaia;41296;15486
4800701001;48007;Munitibar-Arbatzegi Gerrikaitz;Bizkaia;32265;13672
4800801001;48008;Artzentales;Bizkaia;31352;13239
4800901001;48009;Arrankudiaga;Bizkaia;39813;14583
4801001001;48010;Arrieta;Bizkaia;46758;18453
4801101001;48011;Arrigorriaga;Bizkaia;27325;11704
4801101002;48011;Arrigorriaga;Bizkaia;29255;11220
4801101003;48011;Arrigorriaga;Bizkaia;26356;10471
4801101004;48011;Arrigorriaga;Bizkaia;39630;14701
4801102001;48011;Arrigorriaga;Bizkaia;32987;14484
4801102002;48011;Arrigorriaga;Bizkaia;29457;12530
4801102003;48011;Arrigorriaga;Bizkaia;38883;15315
4801102004;48011;Arrigorriaga;Bizkaia;45583;16480
4801201001;48012;Bakio;Bizkaia;32020;15100
4801201002;48012;Bakio;Bizkaia;39440;18317
4801301001;48013;Barakaldo;Bizkaia;34464;15212
4801301002;48013;Barakaldo;Bizkaia;30255;13263
4801301003;48013;Barakaldo;Bizkaia;34426;15239
4801301004;48013;Barakaldo;Bizkaia;30411;13401
4801301005;48013;Barakaldo;Bizkaia;27426;12076
4801301006;48013;Barakaldo;Bizkaia;25741;11382
4801301008;48013;Barakaldo;Bizkaia;29464;13158
4801302001;48013;Barakaldo;Bizkaia;31927;13709
4801302002;48013;Barakaldo;Bizkaia;32126;13004
4801302003;48013;Barakaldo;Bizkaia;24342;10132
4801302004;48013;Barakaldo;Bizkaia;29954;12450
4801302005;48013;Barakaldo;Bizkaia;27975;12355
4801302006;48013;Barakaldo;Bizkaia;26149;11035
4801302007;48013;Barakaldo;Bizkaia;26051;11204
4801302008;48013;Barakaldo;Bizkaia;33160;13264
4801302009;48013;Barakaldo;Bizkaia;27753;11970
4801302010;48013;Barakaldo;Bizkaia;30448;12136
4801302011;48013;Barakaldo;Bizkaia;38649;15750
4801303001;48013;Barakaldo;Bizkaia;24801;11040
4801303002;48013;Barakaldo;Bizkaia;30493;12368
4801303003;48013;Barakaldo;Bizkaia;27642;12091
4801303004;48013;Barakaldo;Bizkaia;26478;11565
4801303005;48013;Barakaldo;Bizkaia;33830;14557
4801303006;48013;Barakaldo;Bizkaia;25656;10703
4801303007;48013;Barakaldo;Bizkaia;25531;10802
4801303008;48013;Barakaldo;Bizkaia;32991;13697
4801304001;48013;Barakaldo;Bizkaia;28894;13005
4801304002;48013;Barakaldo;Bizkaia;34972;15881
4801304003;48013;Barakaldo;Bizkaia;26518;11642
4801304004;48013;Barakaldo;Bizkaia;30862;12859
4801304005;48013;Barakaldo;Bizkaia;23828;10789
4801304006;48013;Barakaldo;Bizkaia;26044;11698
4801304007;48013;Barakaldo;Bizkaia;25886;11365
4801304008;48013;Barakaldo;Bizkaia;34376;14040
4801304009;48013;Barakaldo;Bizkaia;28222;12309
4801304010;48013;Barakaldo;Bizkaia;29407;12734
4801304011;48013;Barakaldo;Bizkaia;38297;15693
4801305001;48013;Barakaldo;Bizkaia;37030;15488
4801305002;48013;Barakaldo;Bizkaia;31239;13381
4801305003;48013;Barakaldo;Bizkaia;25026;11498
4801305004;48013;Barakaldo;Bizkaia;26866;12346
4801305005;48013;Barakaldo;Bizkaia;42876;17356
4801305006;48013;Barakaldo;Bizkaia;30153;13540
4801305007;48013;Barakaldo;Bizkaia;33183;13850
4801305008;48013;Barakaldo;Bizkaia;30819;13204
4801305009;48013;Barakaldo;Bizkaia;36796;14683
4801305010;48013;Barakaldo;Bizkaia;30082;13091
4801305011;48013;Barakaldo;Bizkaia;36473;13416
4801306001;48013;Barakaldo;Bizkaia;30939;13187
4801306002;48013;Barakaldo;Bizkaia;28877;12585
4801306003;48013;Barakaldo;Bizkaia;32652;13829
4801306004;48013;Barakaldo;Bizkaia;29216;12521
4801306005;48013;Barakaldo;Bizkaia;26125;11656
4801306006;48013;Barakaldo;Bizkaia;28517;12379
4801306007;48013;Barakaldo;Bizkaia;26570;10818
4801306008;48013;Barakaldo;Bizkaia;33271;14393
4801306009;48013;Barakaldo;Bizkaia;37366;14964
4801306010;48013;Barakaldo;Bizkaia;36928;13981
4801306011;48013;Barakaldo;Bizkaia;30488;12490
4801306012;48013;Barakaldo;Bizkaia;29353;12866
4801306013;48013;Barakaldo;Bizkaia;27998;11957
4801307001;48013;Barakaldo;Bizkaia;30552;12327
4801307002;48013;Barakaldo;Bizkaia;27140;11988
4801307003;48013;Barakaldo;Bizkaia;35019;14368
4801307004;48013;Barakaldo;Bizkaia;31530;12543
4801307005;48013;Barakaldo;Bizkaia;33805;12265
4801308001;48013;Barakaldo;Bizkaia;29034;11842
4801308002;48013;Barakaldo;Bizkaia;27075;12035
4801308003;48013;Barakaldo;Bizkaia;26538;11320
4801308004;48013;Barakaldo;Bizkaia;30044;12436
4801308005;48013;Barakaldo;Bizkaia;25430;11094
4801308006;48013;Barakaldo;Bizkaia;29906;13608
4801308007;48013;Barakaldo;Bizkaia;29418;12217
4801308008;48013;Barakaldo;Bizkaia;22264;9789
4801309001;48013;Barakaldo;Bizkaia;36388;15140
4801309002;48013;Barakaldo;Bizkaia;30218;12759
4801309003;48013;Barakaldo;Bizkaia;26464;11933
4801309004;48013;Barakaldo;Bizkaia;26897;12978
4801309005;48013;Barakaldo;Bizkaia;27069;11226
4801309006;48013;Barakaldo;Bizkaia;21761;10228
4801309007;48013;Barakaldo;Bizkaia;32464;13211
4801309008;48013;Barakaldo;Bizkaia;31167;12972
4801309009;48013;Barakaldo;Bizkaia;30140;12394
4801309010;48013;Barakaldo;Bizkaia;32101;12765
4801309011;48013;Barakaldo;Bizkaia;37008;14771
4801309012;48013;Barakaldo;Bizkaia;30125;12589
4801401001;48014;Barrika;Bizkaia;43690;15855
4801501001;48015;Basauri;Bizkaia;30606;13300
4801501002;48015;Basauri;Bizkaia;26553;11929
4801501003;48015;Basauri;Bizkaia;30786;13638
4801501004;48015;Basauri;Bizkaia;31775;13217
4801501005;48015;Basauri;Bizkaia;30231;12290
4801501006;48015;Basauri;Bizkaia;28904;11971
4801501007;48015;Basauri;Bizkaia;25955;11624
4801501008;48015;Basauri;Bizkaia;30620;12380
4801501009;48015;Basauri;Bizkaia;30014;12684
4801501010;48015;Basauri;Bizkaia;29008;12082
4801501011;48015;Basauri;Bizkaia;29231;12513
4801501012;48015;Basauri;Bizkaia;30794;13257
